Filename,Buggy/Deleted,Fixed/Added
VPackDeserializers.java,final VPackSlice entry = storedValueIterator.next();,if (storedValueIterator != null ) final VPackSlice entry = storedValueIterator.next();
DocumentCursor.java,T e = iterator.next().getEntity();,if (iterator != null ) T e = iterator.next().getEntity();
DocumentCursor.java,long cursorId = entity.getCursorId();,if (entity != null ) long cursorId = entity.getCursorId();
DocumentCursor.java,long cursorId = entity.getCursorId();,if (entity != null ) long cursorId = entity.getCursorId();
BaseArangoDriverImpl.java,this.baseUrl = configure.getBaseUrl();,if (configure != null ) this.baseUrl = configure.getBaseUrl();
InternalBatchDriverImpl.java,String data = res.getText();,if (res != null ) String data = res.getText();
ArangoDriverCursorTest.java,cursorId = result.getCursorId();,if (result != null ) cursorId = result.getCursorId();
EntityFactory.java,JsonObject jsonObject = jsonElement.getAsJsonObject();,if (jsonElement != null ) JsonObject jsonObject = jsonElement.getAsJsonObject();
BaseArangoDriver.java,valid = databaseNamePattern.matcher(database).matches();,if (databaseNamePattern != null ) valid = databaseNamePattern.matcher(database).matches();
BaseArangoDriver.java,int statusCode = res.getStatusCode();,if (res != null ) int statusCode = res.getStatusCode();
BaseArangoDriver.java,JsonElement jsonElement = jsonParser.parse(res.getText());,if (jsonParser != null ) JsonElement jsonElement = jsonParser.parse(res.getText());
BaseArangoDriver.java,JsonObject jsonObject = jsonElement.getAsJsonObject();,if (jsonElement != null ) JsonObject jsonObject = jsonElement.getAsJsonObject();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,Iterator iterator = (jsonArray.iterator());,if ((jsonArray != null ) Iterator iterator = (jsonArray.iterator());
ArangoDriverDocumentTest.java,Long etag = driver.checkDocument(doc.getDocumentHandle());,if (driver != null ) Long etag = driver.checkDocument(doc.getDocumentHandle());
ArangoDriverDocumentTest.java,DocumentEntity a = driver.deleteDocument(doc.getDocumentHandle());,if (driver != null ) DocumentEntity a = driver.deleteDocument(doc.getDocumentHandle());
ArangoDriverSimpleTest.java,List<Station> stations = TestUtils.readStations();,if (TestUtils != null ) List<Station> stations = TestUtils.readStations();
ArangoDriver.java,this.database = configure.getDefaultDatabase();,if (configure != null ) this.database = configure.getDefaultDatabase();
ArangoDriver.java,this.httpManager = configure.getHttpManager();,if (configure != null ) this.httpManager = configure.getHttpManager();
ArangoDriver.java,this.baseUrl = configure.getBaseUrl();,if (configure != null ) this.baseUrl = configure.getBaseUrl();
ArangoDriver.java,List<BatchPart> callStack = this.httpManager.getCallStack();,if (this != null ) List<BatchPart> callStack = this.httpManager.getCallStack();
ArangoDriver.java,String graphName = graph.getName();,if (graph != null ) String graphName = graph.getName();
ArangoDriver.java,List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitions();,if (graph != null ) List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitions();
ArangoDriver.java,List<String> orphanCollections = graph.getOrphanCollections();,if (graph != null ) List<String> orphanCollections = graph.getOrphanCollections();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonArray obj = json.getAsJsonArray();,if (json != null ) JsonArray obj = json.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = obj.iterator();,if (obj != null ) Iterator<JsonElement> iterator = obj.iterator();
EntityDeserializers.java,JsonElement e = iterator.next();,if (iterator != null ) JsonElement e = iterator.next();
EntityDeserializers.java,JsonArray obj = json.getAsJsonArray();,if (json != null ) JsonArray obj = json.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = obj.iterator();,if (obj != null ) Iterator<JsonElement> iterator = obj.iterator();
EntityDeserializers.java,JsonElement e = iterator.next();,if (iterator != null ) JsonElement e = iterator.next();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,entity.results = Collections.emptyList();,if (Collections != null ) entity.results = Collections.emptyList();
EntityDeserializers.java,List<Object> list = new ArrayList<Object>(array.size());,if (ArrayList<Object>(array != null ) List<Object> list = new ArrayList<Object>(array.size());
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,Iterator iterator = (jsonArray.iterator());,if ((jsonArray != null ) Iterator iterator = (jsonArray.iterator());
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,AdminLogEntity.LogEntry entry = new AdminLogEntity.LogEntry();,if (AdminLogEntity != null ) AdminLogEntity.LogEntry entry = new AdminLogEntity.LogEntry();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,StatisticsEntity.System sys = new StatisticsEntity.System();,if (StatisticsEntity != null ) StatisticsEntity.System sys = new StatisticsEntity.System();
EntityDeserializers.java,StatisticsEntity.Client cli = new StatisticsEntity.Client();,if (StatisticsEntity != null ) StatisticsEntity.Client cli = new StatisticsEntity.Client();
EntityDeserializers.java,JsonObject f = ent.getValue().getAsJsonObject();,if (ent != null ) JsonObject f = ent.getValue().getAsJsonObject();
EntityDeserializers.java,entity.server = new StatisticsEntity.Server();,if (StatisticsEntity != null ) entity.server = new StatisticsEntity.Server();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject g = groups.get(i).getAsJsonObject();,if (groups != null ) JsonObject g = groups.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject f = figures.get(i).getAsJsonObject();,if (figures != null ) JsonObject f = figures.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject elem = collections.get(i).getAsJsonObject();,if (collections != null ) JsonObject elem = collections.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,entity.orphanCollections = new ArrayList<String>(orphanCollections.size());,if (ArrayList<String>(orphanCollections != null ) entity.orphanCollections = new ArrayList<String>(orphanCollections.size());
EntityDeserializers.java,String orphanCollection = orphanCollections.get(i).getAsString();,if (orphanCollections != null ) String orphanCollection = orphanCollections.get(i).getAsString();
EntityDeserializers.java,JsonObject edgeDefinition = edgeDefinitions.get(i).getAsJsonObject();,if (edgeDefinitions != null ) JsonObject edgeDefinition = edgeDefinitions.get(i).getAsJsonObject();
EntityDeserializers.java,JsonArray fromArray = fromElem.getAsJsonArray();,if (fromElem != null ) JsonArray fromArray = fromElem.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = fromArray.iterator();,if (fromArray != null ) Iterator<JsonElement> iterator = fromArray.iterator();
EntityDeserializers.java,JsonElement e = iterator.next();,if (iterator != null ) JsonElement e = iterator.next();
EntityDeserializers.java,JsonArray toArray = toElem.getAsJsonArray();,if (toElem != null ) JsonArray toArray = toElem.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = toArray.iterator();,if (toArray != null ) Iterator<JsonElement> iterator = toArray.iterator();
EntityDeserializers.java,JsonElement e = iterator.next();,if (iterator != null ) JsonElement e = iterator.next();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
HttpManager.java,Builder custom = RequestConfig.custom();,if (RequestConfig != null ) Builder custom = RequestConfig.custom();
HttpManager.java,RequestConfig requestConfig = custom.build();,if (custom != null ) RequestConfig requestConfig = custom.build();
HttpManager.java,HeaderElement he = it.nextElement();,if (it != null ) HeaderElement he = it.nextElement();
HttpManager.java,String param = he.getName();,if (he != null ) String param = he.getName();
HttpManager.java,String value = he.getValue();,if (he != null ) String value = he.getValue();
HttpManager.java,client = builder.build();,if (builder != null ) client = builder.build();
HttpManager.java,StatusLine status = response.getStatusLine();,if (response != null ) StatusLine status = response.getStatusLine();
HttpManager.java,responseEntity.statusCode = status.getStatusCode();,if (status != null ) responseEntity.statusCode = status.getStatusCode();
HttpManager.java,responseEntity.statusPhrase = status.getReasonPhrase();,if (status != null ) responseEntity.statusPhrase = status.getReasonPhrase();
HttpManager.java,HttpEntity entity = response.getEntity();,if (response != null ) HttpEntity entity = response.getEntity();
HttpManager.java,Header contentType = entity.getContentType();,if (entity != null ) Header contentType = entity.getContentType();
HttpManager.java,responseEntity.contentType = contentType.getValue();,if (contentType != null ) responseEntity.contentType = contentType.getValue();
HttpManager.java,responseEntity.stream = entity.getContent();,if (entity != null ) responseEntity.stream = entity.getContent();
HttpManager.java,responseEntity.text = IOUtils.toString(entity.getContent());,if (IOUtils != null ) responseEntity.text = IOUtils.toString(entity.getContent());
HttpManager.java,ArrayList<NameValuePair> paramList = new ArrayList<NameValuePair>(parameters.size());,if (ArrayList<NameValuePair>(parameters != null ) ArrayList<NameValuePair> paramList = new ArrayList<NameValuePair>(parameters.size());
InternalDocumentDriverImpl.java,body = value.toString();,if (value != null ) body = value.toString();
InternalDocumentDriverImpl.java,List<String> documents = CollectionUtils.safety(entity.getDocuments());,if (CollectionUtils != null ) List<String> documents = CollectionUtils.safety(entity.getDocuments());
InternalDocumentDriverImpl.java,ListIterator<String> lit = documents.listIterator();,if (documents != null ) ListIterator<String> lit = documents.listIterator();
InternalDocumentDriverImpl.java,String d = lit.next();,if (lit != null ) String d = lit.next();
InternalGraphDriverImpl.java,List<GraphEntity> graphs = graphsEntity.getGraphs();,if (graphsEntity != null ) List<GraphEntity> graphs = graphsEntity.getGraphs();
InternalGraphDriverImpl.java,obj = elem.getAsJsonObject();,if (elem != null ) obj = elem.getAsJsonObject();
ArangoDriverBatchTest.java,DefaultEntity result = driver.executeBatch();,if (driver != null ) DefaultEntity result = driver.executeBatch();
BenchmarkImport.java,List<Station> stations = TestUtils.readStations();,if (TestUtils != null ) List<Station> stations = TestUtils.readStations();
BenchmarkImport.java,long t = System.currentTimeMillis();,if (System != null ) long t = System.currentTimeMillis();
ArangoDriver.java,this.database = configure.getDefaultDatabase();,if (configure != null ) this.database = configure.getDefaultDatabase();
ArangoDriver.java,this.httpManager = configure.getHttpManager();,if (configure != null ) this.httpManager = configure.getHttpManager();
ArangoDriver.java,this.baseUrl = configure.getBaseUrl();,if (configure != null ) this.baseUrl = configure.getBaseUrl();
ArangoDriver.java,List<BatchPart> callStack = this.httpManager.getCallStack();,if (this != null ) List<BatchPart> callStack = this.httpManager.getCallStack();
ArangoDriver.java,String graphName = graph.getName();,if (graph != null ) String graphName = graph.getName();
ArangoDriver.java,List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitions();,if (graph != null ) List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitions();
ArangoDriver.java,List<String> orphanCollections = graph.getOrphanCollections();,if (graph != null ) List<String> orphanCollections = graph.getOrphanCollections();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,ClassHolder holder = parameterizedBridger.get();,if (parameterizedBridger != null ) ClassHolder holder = parameterizedBridger.get();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonArray obj = json.getAsJsonArray();,if (json != null ) JsonArray obj = json.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = obj.iterator();,if (obj != null ) Iterator<JsonElement> iterator = obj.iterator();
EntityDeserializers.java,JsonElement e = iterator.next();,if (iterator != null ) JsonElement e = iterator.next();
EntityDeserializers.java,JsonArray obj = json.getAsJsonArray();,if (json != null ) JsonArray obj = json.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = obj.iterator();,if (obj != null ) Iterator<JsonElement> iterator = obj.iterator();
EntityDeserializers.java,JsonElement e  = iterator.next();,if (iterator != null ) JsonElement e  = iterator.next();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,entity.results = Collections.emptyList();,if (Collections != null ) entity.results = Collections.emptyList();
EntityDeserializers.java,List<Object> list = new ArrayList<Object>(array.size());,if (ArrayList<Object>(array != null ) List<Object> list = new ArrayList<Object>(array.size());
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,Iterator iterator = (jsonArray.iterator());,if ((jsonArray != null ) Iterator iterator = (jsonArray.iterator());
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,AdminLogEntity.LogEntry entry = new AdminLogEntity.LogEntry();,if (AdminLogEntity != null ) AdminLogEntity.LogEntry entry = new AdminLogEntity.LogEntry();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,StatisticsEntity.System sys = new StatisticsEntity.System();,if (StatisticsEntity != null ) StatisticsEntity.System sys = new StatisticsEntity.System();
EntityDeserializers.java,StatisticsEntity.Client cli = new StatisticsEntity.Client();,if (StatisticsEntity != null ) StatisticsEntity.Client cli = new StatisticsEntity.Client();
EntityDeserializers.java,JsonObject f = ent.getValue().getAsJsonObject();,if (ent != null ) JsonObject f = ent.getValue().getAsJsonObject();
EntityDeserializers.java,entity.server = new StatisticsEntity.Server();,if (StatisticsEntity != null ) entity.server = new StatisticsEntity.Server();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject g = groups.get(i).getAsJsonObject();,if (groups != null ) JsonObject g = groups.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject f = figures.get(i).getAsJsonObject();,if (figures != null ) JsonObject f = figures.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject elem = collections.get(i).getAsJsonObject();,if (collections != null ) JsonObject elem = collections.get(i).getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,entity.orphanCollections = new ArrayList<String>(orphanCollections.size());,if (ArrayList<String>(orphanCollections != null ) entity.orphanCollections = new ArrayList<String>(orphanCollections.size());
EntityDeserializers.java,String orphanCollection = orphanCollections.get(i).getAsString();,if (orphanCollections != null ) String orphanCollection = orphanCollections.get(i).getAsString();
EntityDeserializers.java,JsonObject edgeDefinition = edgeDefinitions.get(i).getAsJsonObject();,if (edgeDefinitions != null ) JsonObject edgeDefinition = edgeDefinitions.get(i).getAsJsonObject();
EntityDeserializers.java,JsonArray fromArray = fromElem.getAsJsonArray();,if (fromElem != null ) JsonArray fromArray = fromElem.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = fromArray.iterator();,if (fromArray != null ) Iterator<JsonElement> iterator = fromArray.iterator();
EntityDeserializers.java,JsonElement e  = iterator.next();,if (iterator != null ) JsonElement e  = iterator.next();
EntityDeserializers.java,JsonArray toArray = toElem.getAsJsonArray();,if (toElem != null ) JsonArray toArray = toElem.getAsJsonArray();
EntityDeserializers.java,Iterator<JsonElement> iterator = toArray.iterator();,if (toArray != null ) Iterator<JsonElement> iterator = toArray.iterator();
EntityDeserializers.java,JsonElement e  = iterator.next();,if (iterator != null ) JsonElement e  = iterator.next();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityDeserializers.java,JsonObject obj = json.getAsJsonObject();,if (json != null ) JsonObject obj = json.getAsJsonObject();
EntityFactory.java,JsonObject jsonObject = jsonElement.getAsJsonObject();,if (jsonElement != null ) JsonObject jsonObject = jsonElement.getAsJsonObject();
InternalGraphDriverImpl.java,List<GraphEntity> graphs = graphsEntity.getGraphs();,if (graphsEntity != null ) List<GraphEntity> graphs = graphsEntity.getGraphs();
InternalGraphDriverImpl.java,obj = elem.getAsJsonObject();,if (elem != null ) obj = elem.getAsJsonObject();
ArangoDriverAuthTest.java,ArangoUnixTime time = driver.getTime();,if (driver != null ) ArangoUnixTime time = driver.getTime();
ArangoDriverAuthTest.java,ArangoUnixTime time = driver.getTime();,if (driver != null ) ArangoUnixTime time = driver.getTime();
ArangoDriverAuthTest.java,ArangoUnixTime time = driver.getTime();,if (driver != null ) ArangoUnixTime time = driver.getTime();
ArangoDriverAuthTest.java,ArangoUnixTime time = driver.getTime();,if (driver != null ) ArangoUnixTime time = driver.getTime();
ArangoDriverGraphEdgeUpdateTest.java,Long rev = edge.getDocumentRevision();,if (edge != null ) Long rev = edge.getDocumentRevision();
ArangoDriverGraphEdgeUpdateTest.java,Long rev = edge.getDocumentRevision();,if (edge != null ) Long rev = edge.getDocumentRevision();
ArangoDriverGraphVertexReplaceTest.java,Long rev = vertex.getDocumentRevision();,if (vertex != null ) Long rev = vertex.getDocumentRevision();
ArangoDriverGraphVertexReplaceTest.java,Long rev = vertex.getDocumentRevision();,if (vertex != null ) Long rev = vertex.getDocumentRevision();
ArangoDriverUsersTest.java,List<UserEntity> users = driver.getUsers();,if (driver != null ) List<UserEntity> users = driver.getUsers();
EntityFactory.java,gson = getBuilder().create();,if (getBuilder() != null ) gson = getBuilder().create();
ArangoDriverGraphTest.java,List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitions();,if (graph != null ) List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitions();
EntityFactory.java,JsonObject jsonObject = jsonElement.getAsJsonObject();,if (jsonElement != null ) JsonObject jsonObject = jsonElement.getAsJsonObject();
InternalBatchDriverImpl.java,int a = etag.length();,if (etag != null ) int a = etag.length();
InternalGraphDriverImpl.java,obj = elem.getAsJsonObject();,if (elem != null ) obj = elem.getAsJsonObject();
ArangoDriver.java,this.database = configure.getDefaultDatabase();,if (configure != null ) this.database = configure.getDefaultDatabase();
ArangoDriver.java,this.httpManager = configure.getHttpManager();,if (configure != null ) this.httpManager = configure.getHttpManager();
ArangoDriver.java,this.baseUrl = configure.getBaseUrl();,if (configure != null ) this.baseUrl = configure.getBaseUrl();
ArangoDriver.java,List<BatchPart> callStack = this.httpManager.getCallStack();,if (this != null ) List<BatchPart> callStack = this.httpManager.getCallStack();
ArangoDriverGraphTest.java,GraphsEntity graphs = driver.getGraphs();,if (driver != null ) GraphsEntity graphs = driver.getGraphs();
ArangoDriverGraphTest.java,graphs = driver.getGraphs();,if (driver != null ) graphs = driver.getGraphs();
ArangoDriverGraphTest.java,GraphsEntity graphs = driver.getGraphs();,if (driver != null ) GraphsEntity graphs = driver.getGraphs();
ArangoDriverGraphTest.java,graphs = driver.getGraphs();,if (driver != null ) graphs = driver.getGraphs();
ArangoDriverGraphTest.java,graphs = driver.getGraphs();,if (driver != null ) graphs = driver.getGraphs();
ArangoDriverGraphTest.java,GraphsEntity graphs = driver.getGraphs();,if (driver != null ) GraphsEntity graphs = driver.getGraphs();
ArangoDriverGraphTest.java,graphs = driver.getGraphs();,if (driver != null ) graphs = driver.getGraphs();
ArangoDriverGraphTest.java,graphs = driver.getGraphs();,if (driver != null ) graphs = driver.getGraphs();
ArangoDriverGraphTest.java,List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitions();,if (graph != null ) List<EdgeDefinitionEntity> edgeDefinitions = graph.getEdgeDefinitions();
ArangoDriverGraphTest.java,List<String> f = edgeDef.getFrom();,if (edgeDef != null ) List<String> f = edgeDef.getFrom();
ArangoDriverGraphTest.java,List<String> t = edgeDef.getTo();,if (edgeDef != null ) List<String> t = edgeDef.getTo();
