Filename,Buggy/Deleted,Fixed/Added
JavassistCompilerStrategy.java,compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());,if (byteCodeClass != null ) compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
ObjectCollectionTestCase.java,MapperFacade mapperFacade = factory.getMapperFacade();,if (factory != null ) MapperFacade mapperFacade = factory.getMapperFacade();
ReuseMappersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
SuperTypeMappingTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
SuperTypeMappingTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
UsedMappersTestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
UsedMappersTestCase.java,MapperFacade mapperFacade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade mapperFacade = mapperFactory.getMapperFacade();
UsedMappersTestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
UsedMappersTestCase.java,MapperFacade mapperFacade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade mapperFacade = mapperFactory.getMapperFacade();
PropertyResolverTestCase.java,String typeName = type.toString();,if (type != null ) String typeName = type.toString();
PropertyResolverTestCase.java,properties = getProperties(property.getType());,if (getProperties(property != null ) properties = getProperties(property.getType());
IntrospectorPropertyResolver.java,PropertyDescriptor[] descriptors = beanInfo.getPropertyDescriptors();,if (beanInfo != null ) PropertyDescriptor[] descriptors = beanInfo.getPropertyDescriptors();
IntrospectorPropertyResolver.java,readMethod = pd.getReadMethod();,if (pd != null ) readMethod = pd.getReadMethod();
IntrospectorPropertyResolver.java,Method writeMethod = pd.getWriteMethod();,if (pd != null ) Method writeMethod = pd.getWriteMethod();
IntrospectorPropertyResolver.java,Property existing = properties.get(pd.getName());,if (properties != null ) Property existing = properties.get(pd.getName());
IntrospectorPropertyResolver.java,Property existing = properties.get(property.getName());,if (properties != null ) Property existing = properties.get(property.getName());
IntrospectorPropertyResolver.java,reference = reference.getSuperType();,if (reference != null ) reference = reference.getSuperType();
IntrospectorPropertyResolver.java,String typeName = type.toString();,if (type != null ) String typeName = type.toString();
IntrospectorPropertyResolver.java,properties = getProperties(property.getType());,if (getProperties(property != null ) properties = getProperties(property.getType());
OrikaMapper.java,final MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) final MapperFactory factory = new DefaultMapperFactory.Builder().build();
NestedPropertyTestCase.java,mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) mapperFactory = MappingUtil.getMapperFactory();
GenericsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
OrikaMapper.java,this.mapperFacade = factory.getMapperFacade();,if (factory != null ) this.mapperFacade = factory.getMapperFacade();
OrikaNonCyclicMapper.java,this.mapperFacade = factory.getMapperFacade();,if (factory != null ) this.mapperFacade = factory.getMapperFacade();
ConfigurableMapper.java,MapperFactory factory = factoryBuilder.build();,if (factoryBuilder != null ) MapperFactory factory = factoryBuilder.build();
InverseMappingTestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
MapperComparisonTestCase.java,facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) facade = mapperFactory.getMapperFacade();
MapperComparisonTestCase.java,facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) facade = mapperFactory.getMapperFacade();
MapperComparisonTestCase.java,dummy += strategy.map(product).hashCode();,if (strategy != null ) dummy += strategy.map(product).hashCode();
MapperComparisonTestCase.java,dummy += strategy.map(createProduct()).hashCode();,if (strategy != null ) dummy += strategy.map(createProduct()).hashCode();
DefaultMapperFactory.java,MapperKey parentKey = usedMappers.iterator().next();,if (usedMappers != null ) MapperKey parentKey = usedMappers.iterator().next();
MapperFacadeImpl.java,typeKey = sourceObject.getClass();,if (sourceObject != null ) typeKey = sourceObject.getClass();
ClassMapBuilder.java,"StringBuilder source = new StringBuilder(""""+f.getSource());","if (StringBuilder(""""+f != null ) StringBuilder source = new StringBuilder(""""+f.getSource());"
ClassMapBuilder.java,"StringBuilder dest = new StringBuilder(""""+f.getDestination());","if (StringBuilder(""""+f != null ) StringBuilder dest = new StringBuilder(""""+f.getDestination());"
ClassMapBuilder.java,elementMap = elementMap.getElementMap();,if (elementMap != null ) elementMap = elementMap.getElementMap();
ObjectFactoryGenerator.java,fieldMap = fieldMap.flip();,if (fieldMap != null ) fieldMap = fieldMap.flip();
ObjectFactoryGenerator.java,fieldMap = fieldMap.copy();,if (fieldMap != null ) fieldMap = fieldMap.copy();
DefaultMapperFactory.java,converterFactory = UtilityResolver.getDefaultConverterFactory();,if (UtilityResolver != null ) converterFactory = UtilityResolver.getDefaultConverterFactory();
DefaultMapperFactory.java,constructorResolverStrategy = UtilityResolver.getDefaultConstructorResolverStrategy();,if (UtilityResolver != null ) constructorResolverStrategy = UtilityResolver.getDefaultConstructorResolverStrategy();
DefaultMapperFactory.java,compilerStrategy = UtilityResolver.getDefaultCompilerStrategy();,if (UtilityResolver != null ) compilerStrategy = UtilityResolver.getDefaultCompilerStrategy();
DefaultMapperFactory.java,propertyResolverStrategy = UtilityResolver.getDefaultPropertyResolverStrategy();,if (UtilityResolver != null ) propertyResolverStrategy = UtilityResolver.getDefaultPropertyResolverStrategy();
DefaultMapperFactory.java,classMapBuilderFactory = UtilityResolver.getDefaultClassMapBuilderFactory();,if (UtilityResolver != null ) classMapBuilderFactory = UtilityResolver.getDefaultClassMapBuilderFactory();
CodeSourceBuilder.java,Set<FieldMap> elements = subFields.get(map.getBaseFieldMap());,if (subFields != null ) Set<FieldMap> elements = subFields.get(map.getBaseFieldMap());
CodeSourceBuilder.java,Iterator<IterableRef> sourcesIter = sources.values().iterator();,if (sources != null ) Iterator<IterableRef> sourcesIter = sources.values().iterator();
CodeSourceBuilder.java,IterableRef ref = sourcesIter.next();,if (sourcesIter != null ) IterableRef ref = sourcesIter.next();
CodeSourceBuilder.java,Iterator<FieldMap> iter = unprocessed.iterator();,if (unprocessed != null ) Iterator<FieldMap> iter = unprocessed.iterator();
CodeSourceBuilder.java,FieldMap f = iter.next();,if (iter != null ) FieldMap f = iter.next();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
TypeFactory.java,typeResult = (Type<T>) mapped.get();,if (mapped != null ) typeResult = (Type<T>) mapped.get();
MapperFacadeImpl.java,Iterator<D> iter = destination.iterator();,if (destination != null ) Iterator<D> iter = destination.iterator();
MapperFacadeImpl.java,D existing = iter.next();,if (iter != null ) D existing = iter.next();
CustomMergerTest.java,Iterator<Entity> entitiesIter = entities.getEntities().iterator();,if (entities != null ) Iterator<Entity> entitiesIter = entities.getEntities().iterator();
CustomMergerTest.java,Iterator<Entity> originalIter = originalEntities.getEntities().iterator();,if (originalEntities != null ) Iterator<Entity> originalIter = originalEntities.getEntities().iterator();
CustomMergerTest.java,Entity e = entitiesIter.next();,if (entitiesIter != null ) Entity e = entitiesIter.next();
CustomMergerTest.java,Entity o = originalIter.next();,if (originalIter != null ) Entity o = originalIter.next();
MapperFacadeImpl.java,key = MappingStrategyKey.getCurrent();,if (MappingStrategyKey != null ) key = MappingStrategyKey.getCurrent();
MapperFacadeImpl.java,key = key.toImmutableCopy();,if (key != null ) key = key.toImmutableCopy();
MapperFacadeImpl.java,MappingStrategyKey key = MappingStrategyKey.getCurrent();,if (MappingStrategyKey != null ) MappingStrategyKey key = MappingStrategyKey.getCurrent();
MapperFacadeImpl.java,key = key.toImmutableCopy();,if (key != null ) key = key.toImmutableCopy();
MapperFacadeImpl.java,key = MappingStrategyKey.getCurrent();,if (MappingStrategyKey != null ) key = MappingStrategyKey.getCurrent();
MapperFacadeImpl.java,key = key.toImmutableCopy();,if (key != null ) key = key.toImmutableCopy();
MapperFacadeImpl.java,MappingStrategyKey key = MappingStrategyKey.getCurrent();,if (MappingStrategyKey != null ) MappingStrategyKey key = MappingStrategyKey.getCurrent();
MapperFacadeImpl.java,key = key.toImmutableCopy();,if (key != null ) key = key.toImmutableCopy();
MapperTest.java,MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();
MapperTest.java,MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade facade = mapperFactory.getMapperFacade();
MultiThreadedTestCase.java,int i = myIndex.getAndIncrement();,if (myIndex != null ) int i = myIndex.getAndIncrement();
MultiThreadedTestCase.java,Calendar cal = Calendar.getInstance();,if (Calendar != null ) Calendar cal = Calendar.getInstance();
Issue28TestCase.java,MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade facade = mapperFactory.getMapperFacade();
MapperTest.java,MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();
MapperTest.java,MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade facade = mapperFactory.getMapperFacade();
IntrospectorPropertyResolver.java,PropertyDescriptor[] descriptors = beanInfo.getPropertyDescriptors();,if (beanInfo != null ) PropertyDescriptor[] descriptors = beanInfo.getPropertyDescriptors();
IntrospectorPropertyResolver.java,readMethod = pd.getReadMethod();,if (pd != null ) readMethod = pd.getReadMethod();
IntrospectorPropertyResolver.java,final Method writeMethod = pd.getWriteMethod();,if (pd != null ) final Method writeMethod = pd.getWriteMethod();
IntrospectorPropertyResolver.java,Property existing = properties.get(pd.getName());,if (properties != null ) Property existing = properties.get(pd.getName());
IntrospectorPropertyResolver.java,Property existing = properties.get(property.getName());,if (properties != null ) Property existing = properties.get(property.getName());
DynamicSuite.java,currentDirectory = file.getParentFile();,if (file != null ) currentDirectory = file.getParentFile();
TypeKey.java,typeIndex = currentIndex.incrementAndGet();,if (currentIndex != null ) typeIndex = currentIndex.incrementAndGet();
IntrospectorPropertyResolver.java,PropertyDescriptor[] descriptors = beanInfo.getPropertyDescriptors();,if (beanInfo != null ) PropertyDescriptor[] descriptors = beanInfo.getPropertyDescriptors();
IntrospectorPropertyResolver.java,readMethod = pd.getReadMethod();,if (pd != null ) readMethod = pd.getReadMethod();
IntrospectorPropertyResolver.java,Method writeMethod = pd.getWriteMethod();,if (pd != null ) Method writeMethod = pd.getWriteMethod();
IntrospectorPropertyResolver.java,Property existing = properties.get(pd.getName());,if (properties != null ) Property existing = properties.get(pd.getName());
IntrospectorPropertyResolver.java,Property existing = properties.get(property.getName());,if (properties != null ) Property existing = properties.get(property.getName());
MapperFacadeImpl.java,key = MappingStrategyKey.getCurrent();,if (MappingStrategyKey != null ) key = MappingStrategyKey.getCurrent();
MapperFacadeImpl.java,key = key.toImmutableCopy();,if (key != null ) key = key.toImmutableCopy();
MapperFacadeImpl.java,MappingStrategyKey key = MappingStrategyKey.getCurrent();,if (MappingStrategyKey != null ) MappingStrategyKey key = MappingStrategyKey.getCurrent();
MapperFacadeImpl.java,key = key.toImmutableCopy();,if (key != null ) key = key.toImmutableCopy();
DynamicSuite.java,currentDirectory = file.getParentFile();,if (file != null ) currentDirectory = file.getParentFile();
DefaultMapperFactory.java,converterFactory = UtilityResolver.getDefaultConverterFactory();,if (UtilityResolver != null ) converterFactory = UtilityResolver.getDefaultConverterFactory();
DefaultMapperFactory.java,constructorResolverStrategy = UtilityResolver.getDefaultConstructorResolverStrategy();,if (UtilityResolver != null ) constructorResolverStrategy = UtilityResolver.getDefaultConstructorResolverStrategy();
DefaultMapperFactory.java,compilerStrategy = UtilityResolver.getDefaultCompilerStrategy();,if (UtilityResolver != null ) compilerStrategy = UtilityResolver.getDefaultCompilerStrategy();
NestedExpressionTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DynamicSuite.java,ClassLoader tccl = Thread.currentThread().getContextClassLoader();,if (Thread != null ) ClassLoader tccl = Thread.currentThread().getContextClassLoader();
DynamicSuite.java,int classFolderPathLength = classFolder.getAbsolutePath().length();,if (classFolder != null ) int classFolderPathLength = classFolder.getAbsolutePath().length();
DynamicSuite.java,File file = stack.removeFirst();,if (stack != null ) File file = stack.removeFirst();
DynamicSuite.java,currentDirectory = file.getParentFile();,if (file != null ) currentDirectory = file.getParentFile();
DynamicSuite.java,pattern = annotation.value();,if (annotation != null ) pattern = annotation.value();
DynamicSuite.java,this.name = klass.getName();,if (klass != null ) this.name = klass.getName();
DynamicSuite.java,this.fRunners = new ArrayList<Runner>(runners.size());,if (ArrayList<Runner>(runners != null ) this.fRunners = new ArrayList<Runner>(runners.size());
DynamicSuite.java,ClassLoader tccl = Thread.currentThread().getContextClassLoader();,if (Thread != null ) ClassLoader tccl = Thread.currentThread().getContextClassLoader();
DynamicSuite.java,int classFolderPathLength = classFolder.getAbsolutePath().length();,if (classFolder != null ) int classFolderPathLength = classFolder.getAbsolutePath().length();
DynamicSuite.java,File file = stack.removeFirst();,if (stack != null ) File file = stack.removeFirst();
DynamicSuite.java,currentDirectory = file.getParentFile();,if (file != null ) currentDirectory = file.getParentFile();
DynamicSuite.java,pattern = annotation.value();,if (annotation != null ) pattern = annotation.value();
DynamicSuite.java,this.name = klass.getName();,if (klass != null ) this.name = klass.getName();
DynamicSuite.java,this.fRunners = new ArrayList<Runner>(runners.size());,if (ArrayList<Runner>(runners != null ) this.fRunners = new ArrayList<Runner>(runners.size());
MapperGenerator.java,ConverterFactory converterFactory = mapperFactory.getConverterFactory();,if (mapperFactory != null ) ConverterFactory converterFactory = mapperFactory.getConverterFactory();
MapperGenerator.java,converter = converterFactory.getConverter(fieldMap.getConverterId());,if (converterFactory != null ) converter = converterFactory.getConverter(fieldMap.getConverterId());
HibernateProxyTestCase.java,Session session = HibernateUtil.getSessionFactory().openSession();,if (HibernateUtil != null ) Session session = HibernateUtil.getSessionFactory().openSession();
HibernateProxyTestCase.java,MapperFacade mapper = MappingUtil.getMapperFactory().getMapperFacade();,if (MappingUtil != null ) MapperFacade mapper = MappingUtil.getMapperFactory().getMapperFacade();
HibernateProxyTestCase.java,Transaction t = session.beginTransaction();,if (session != null ) Transaction t = session.beginTransaction();
HibernateProxyTestCase.java,Session session = HibernateUtil.getSessionFactory().openSession();,if (HibernateUtil != null ) Session session = HibernateUtil.getSessionFactory().openSession();
HibernateProxyTestCase.java,MapperFacade mapper = MappingUtil.getMapperFactory().getMapperFacade();,if (MappingUtil != null ) MapperFacade mapper = MappingUtil.getMapperFactory().getMapperFacade();
HibernateProxyTestCase.java,Transaction t = session.beginTransaction();,if (session != null ) Transaction t = session.beginTransaction();
JavassistCompilerStrategy.java,this.classPool = ClassPool.getDefault();,if (ClassPool != null ) this.classPool = ClassPool.getDefault();
InstantiateByDefaultAndMapForwardStrategy.java,newInstance = destinationType.getRawType().newInstance();,if (destinationType != null ) newInstance = destinationType.getRawType().newInstance();
InstantiateByDefaultAndMapReverseStrategy.java,newInstance = destinationType.getRawType().newInstance();,if (destinationType != null ) newInstance = destinationType.getRawType().newInstance();
MappingStrategyRecorder.java,unenhanceStrategy = DefaultUnenhancer.getInstance();,if (DefaultUnenhancer != null ) unenhanceStrategy = DefaultUnenhancer.getInstance();
InstantiateByDefaultAndMapForwardStrategy.java,newInstance = destinationType.getRawType().newInstance();,if (destinationType != null ) newInstance = destinationType.getRawType().newInstance();
InstantiateByDefaultAndMapReverseStrategy.java,newInstance = destinationType.getRawType().newInstance();,if (destinationType != null ) newInstance = destinationType.getRawType().newInstance();
Issue17TestCase.java,final MapperFactory mapperFactory = new	DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) final MapperFactory mapperFactory = new	DefaultMapperFactory.Builder().build();
ClassLoaderLeakageTestCase.java,classFolder = classFolder.getParentFile();,if (classFolder != null ) classFolder = classFolder.getParentFile();
SuperTypeMappingTestCase.java,classFolder = classFolder.getParentFile();,if (classFolder != null ) classFolder = classFolder.getParentFile();
EclipseJdtCompiler.java,this.byteCodeClassLoader = new ByteCodeClassLoader(getClass().getClassLoader());,if (ByteCodeClassLoader(getClass() != null ) this.byteCodeClassLoader = new ByteCodeClassLoader(getClass().getClassLoader());
ClassLoaderLeakageTestCase.java,File projectRoot = testClassPathRoot.getParentFile().getParentFile();,if (testClassPathRoot != null ) File projectRoot = testClassPathRoot.getParentFile().getParentFile();
ClassLoaderLeakageTestCase.java,File projectRoot = testClassPathRoot.getParentFile().getParentFile();,if (testClassPathRoot != null ) File projectRoot = testClassPathRoot.getParentFile().getParentFile();
SuperTypeMappingTestCase.java,File projectRoot = testClassPathRoot.getParentFile().getParentFile();,if (testClassPathRoot != null ) File projectRoot = testClassPathRoot.getParentFile().getParentFile();
CodeSourceBuilder.java,final String wrapperTypeName = dp.getType().getCanonicalName();,if (dp != null ) final String wrapperTypeName = dp.getType().getCanonicalName();
CodeSourceBuilder.java,String type = clazz.getSimpleName().toLowerCase();,if (clazz != null ) String type = clazz.getSimpleName().toLowerCase();
CodeSourceBuilder.java,final String wrapperTypeName = dp.getType().getCanonicalName();,if (dp != null ) final String wrapperTypeName = dp.getType().getCanonicalName();
MapperGenerator.java,sourceClass = classMap.getAType().getRawType();,if (classMap != null ) sourceClass = classMap.getAType().getRawType();
MapperGenerator.java,destinationType = classMap.getBType();,if (classMap != null ) destinationType = classMap.getBType();
MapperGenerator.java,sourceClass = classMap.getBType().getRawType();,if (classMap != null ) sourceClass = classMap.getBType().getRawType();
MapperGenerator.java,destinationType = classMap.getAType();,if (classMap != null ) destinationType = classMap.getAType();
MappingStrategyRecorder.java,unenhanceStrategy = DefaultUnenhancer.getInstance();,if (DefaultUnenhancer != null ) unenhanceStrategy = DefaultUnenhancer.getInstance();
IntrospectorPropertyResolver.java,final Method writeMethod = pd.getWriteMethod();,if (pd != null ) final Method writeMethod = pd.getWriteMethod();
DynamicSuite.java,pattern = Pattern.compile(annotation.value());,if (Pattern != null ) pattern = Pattern.compile(annotation.value());
MapperFacadeImpl.java,MappingStrategyKey key = MappingStrategyKey.getCurrent();,if (MappingStrategyKey != null ) MappingStrategyKey key = MappingStrategyKey.getCurrent();
IntrospectorPropertyResolver.java,final Method readMethod = pd.getReadMethod();,if (pd != null ) final Method readMethod = pd.getReadMethod();
IntrospectorPropertyResolver.java,genericType = pd.getReadMethod().getGenericReturnType();,if (pd != null ) genericType = pd.getReadMethod().getGenericReturnType();
IntrospectorPropertyResolver.java,final Method method = pd.getReadMethod();,if (pd != null ) final Method method = pd.getReadMethod();
IntrospectorPropertyResolver.java,final Method method = pd.getWriteMethod();,if (pd != null ) final Method method = pd.getWriteMethod();
IntrospectorPropertyResolver.java,Property existing = properties.get(property.getName());,if (properties != null ) Property existing = properties.get(property.getName());
DefaultMapperFactory.java,compilerStrategy = strategyType.newInstance();,if (strategyType != null ) compilerStrategy = strategyType.newInstance();
DefaultMapperFactory.java,converterFactory = strategyType.newInstance();,if (strategyType != null ) converterFactory = strategyType.newInstance();
DefaultMapperFactory.java,constructorResolverStrategy = strategyType.newInstance();,if (strategyType != null ) constructorResolverStrategy = strategyType.newInstance();
DefaultMapperFactory.java,Class aType = classMap.getAType();,if (classMap != null ) Class aType = classMap.getAType();
DefaultMapperFactory.java,Class bType = classMap.getBType();,if (classMap != null ) Class bType = classMap.getBType();
CodeSourceBuilder.java,String sourceTypeCononicalName = source.getType().getCanonicalName();,if (source != null ) String sourceTypeCononicalName = source.getType().getCanonicalName();
CodeSourceBuilder.java,final String castDestination = dp.getType().getCanonicalName();,if (dp != null ) final String castDestination = dp.getType().getCanonicalName();
CodeSourceBuilder.java,final int modifier = p.getType().getModifiers();,if (p != null ) final int modifier = p.getType().getModifiers();
EclipseJdtCompilerStrategy.java,String formattedCode = doc.get();,if (doc != null ) String formattedCode = doc.get();
EclipseJdtCompilerStrategy.java,String sourceText = formatSource(sourceCode.toSourceFile());,if (formatSource(sourceCode != null ) String sourceText = formatSource(sourceCode.toSourceFile());
EclipseJdtCompilerStrategy.java,String packageName = sourceCode.getPackageName();,if (sourceCode != null ) String packageName = sourceCode.getPackageName();
EclipseJdtCompilerStrategy.java,String classSimpleName = sourceCode.getClassSimpleName();,if (sourceCode != null ) String classSimpleName = sourceCode.getClassSimpleName();
EclipseJdtCompilerStrategy.java,String className = sourceCode.getClassName();,if (sourceCode != null ) String className = sourceCode.getClassName();
EclipseJdtCompilerStrategy.java,compiledClasses = compilerRequester.getCompiledClassFiles();,if (compilerRequester != null ) compiledClasses = compilerRequester.getCompiledClassFiles();
MapperGenerator.java,sourceClass = classMap.getAType();,if (classMap != null ) sourceClass = classMap.getAType();
MapperGenerator.java,destinationClass = classMap.getBType();,if (classMap != null ) destinationClass = classMap.getBType();
MapperGenerator.java,sourceClass = classMap.getBType();,if (classMap != null ) sourceClass = classMap.getBType();
MapperGenerator.java,destinationClass = classMap.getAType();,if (classMap != null ) destinationClass = classMap.getAType();
PropertyUtil.java,final Method method = pd.getReadMethod();,if (pd != null ) final Method method = pd.getReadMethod();
PropertyUtil.java,final Method method = pd.getWriteMethod();,if (pd != null ) final Method method = pd.getWriteMethod();
PropertyUtil.java,properties = getProperties(property.getType());,if (getProperties(property != null ) properties = getProperties(property.getType());
SuperTypeResolver.java,targetClass = targetClass.getSuperclass();,if (targetClass != null ) targetClass = targetClass.getSuperclass();
SuperTypeResolver.java,targetClass = targetClass.getSuperclass();,if (targetClass != null ) targetClass = targetClass.getSuperclass();
ClassMapBuilder.java,"String suggestion = hint.suggestMappedField(propertyName, prop.getType());","if (prop != null ) String suggestion = hint.suggestMappedField(propertyName, prop.getType());"
BaseUnenhancer.java,Class<T> unenhancedClass = (Class<T>) object.getClass();,if (object != null ) Class<T> unenhancedClass = (Class<T>) object.getClass();
HibernateUnenhanceStrategy.java,final LazyInitializer lazyInitializer = hibernateProxy.getHibernateLazyInitializer();,if (hibernateProxy != null ) final LazyInitializer lazyInitializer = hibernateProxy.getHibernateLazyInitializer();
GenericsTestCase.java,MapperFacade mapperFacade = MappingUtil.getMapperFactory().getMapperFacade();,if (MappingUtil != null ) MapperFacade mapperFacade = MappingUtil.getMapperFactory().getMapperFacade();
GenericsTestCase.java,MapperFacade mapperFacade = MappingUtil.getMapperFactory().getMapperFacade();,if (MappingUtil != null ) MapperFacade mapperFacade = MappingUtil.getMapperFactory().getMapperFacade();
CodeSourceBuilder.java,final String wrapperTypeName = dp.getType().getCanonicalName();,if (dp != null ) final String wrapperTypeName = dp.getType().getCanonicalName();
CodeSourceBuilder.java,final String wrapperTypeName = dp.getType().getCanonicalName();,if (dp != null ) final String wrapperTypeName = dp.getType().getCanonicalName();
DefaultMapperFactory.java,compilerStrategy = strategyType.newInstance();,if (strategyType != null ) compilerStrategy = strategyType.newInstance();
DefaultMapperFactory.java,converterFactory = strategyType.newInstance();,if (strategyType != null ) converterFactory = strategyType.newInstance();
DefaultMapperFactory.java,constructorResolverStrategy = strategyType.newInstance();,if (strategyType != null ) constructorResolverStrategy = strategyType.newInstance();
JavassistCompilerStrategy.java,"File parentDir = preparePackageOutputPath(this.pathToWriteSourceFiles, sourceCode.getPackageName());","if (sourceCode != null ) File parentDir = preparePackageOutputPath(this.pathToWriteSourceFiles, sourceCode.getPackageName());"
MapperGenerator.java,ConverterFactory converterFactory = mapperFactory.getConverterFactory();,if (mapperFactory != null ) ConverterFactory converterFactory = mapperFactory.getConverterFactory();
MapperGenerator.java,converter = converterFactory.getConverter(fieldMap.getConverterId());,if (converterFactory != null ) converter = converterFactory.getConverter(fieldMap.getConverterId());
CompilationUnit.java,String tok = izer.nextToken();,if (izer != null ) String tok = izer.nextToken();
CompilationUnit.java,result[i] = tok.toCharArray();,if (tok != null ) result[i] = tok.toCharArray();
CompilerRequestor.java,problems = result.getProblems();,if (result != null ) problems = result.getProblems();
CompilerRequestor.java,ClassFile[] classFiles = result.getClassFiles();,if (result != null ) ClassFile[] classFiles = result.getClassFiles();
CompilerRequestor.java,byte[] bytes = classFile.getBytes();,if (classFile != null ) byte[] bytes = classFile.getBytes();
NameEnvironment.java,byte[] classBytes = output.toByteArray();,if (output != null ) byte[] classBytes = output.toByteArray();
NameEnvironment.java,char[] fileName = className.toCharArray();,if (className != null ) char[] fileName = className.toCharArray();
ConcurrentReferenceHashMap.java,currentKey = lastReturned.key();,if (lastReturned != null ) currentKey = lastReturned.key();
ConcurrentReferenceHashMap.java,this.key = entry.getKey();,if (entry != null ) this.key = entry.getKey();
ConcurrentReferenceHashMap.java,this.value = entry.getValue();,if (entry != null ) this.value = entry.getValue();
ConcurrentReferenceHashMap.java,V v = ConcurrentReferenceHashMap.this.get(e.getKey());,if (ConcurrentReferenceHashMap != null ) V v = ConcurrentReferenceHashMap.this.get(e.getKey());
DynamicSuite.java,List<FrameworkMethod> beforeClass = scenario.getMethodsBeforeClass();,if (scenario != null ) List<FrameworkMethod> beforeClass = scenario.getMethodsBeforeClass();
DynamicSuite.java,List<FrameworkMethod> afterClass = scenario.getMethodsAfterClass();,if (scenario != null ) List<FrameworkMethod> afterClass = scenario.getMethodsAfterClass();
DynamicSuite.java,int modifiers = method.getMethod().getModifiers();,if (method != null ) int modifiers = method.getMethod().getModifiers();
DynamicSuite.java,String name = annotation.value();,if (annotation != null ) String name = annotation.value();
DynamicSuite.java,name = method.getName();,if (method != null ) name = method.getName();
DynamicSuite.java,fRunners = new ArrayList<Runner>(scenarios.size());,if (ArrayList<Runner>(scenarios != null ) fRunners = new ArrayList<Runner>(scenarios.size());
DynamicSuite.java,ArrayList<Runner> clonedRunners = new ArrayList<Runner>(runners.size());,if (ArrayList<Runner>(runners != null ) ArrayList<Runner> clonedRunners = new ArrayList<Runner>(runners.size());
